116 6670
19 279 105,22357150372724
19 280 124,57929201917949
20 21 8
20 24 33,94112549695428
20 32 50,11985634456667
20 34 69,05070600652827
20 36 86,34813257969161
20 37 95,0789145920377
20 39 92,34717104492157
20 44 110,63453348751464
20 45 109,17875251164945
20 46 108,29589096544707
20 47 108
20 48 108,29589096544707
20 49 109,17875251164945
20 51 118,45674315968678
20 52 117,09824934643558
20 53 116,27553482998907
20 54 116
20 55 116,27553482998907
20 56 117,09824934643558
20 57 118,45674315968678
20 58 120,33287165193059
20 59 112,64102272262978
20 64 125,53883861180172
20 65 128,80993750483694
20 67 140,4563989286355
20 69 144,55448799674122
20 75 165,3602128687551
20 76 158,64425612041552
20 78 174,40183485273312
20 79 159,29846201391902
20 80 155,79473675320358
20 81 150,57224179774968
20 84 136,5283853270081
20 86 124,53112060846478
20 88 135,60235986147143
20 89 143,17821063276352
20 93 166,90116836020053
20 94 172,55723688098394
20 96 183,86951895297926
20 97 178,2133552795637
20 98 172,74258305351347
20 99 169,62311163281967
20 101 157,63248396190426
20 104 138,85243966167826
20 106 128,80993750483694
20 107 122,44182292011173
20 108 132,9661611087573
20 109 137,2443077143821
20 111 121,91800523302537
20 114 116,82465493208187
20 115 112,0714058089752
20 118 103,76897416858277
20 125 44
20 128 16
20 130 11,313708498984761
20 131 8
20 132 11,313708498984761
20 134 31,240998703626616
20 135 36,87817782917155
20 136 43,266615305567875
20 137 50,11985634456667
20 138 57,271284253105414
20 149 65,96969000988257
20 150 60
20 151 64,62197768561404
20 169 149,77316181479245
20 172 137,92751719653333
20 174 113,20777358467925
20 179 80,39900496896712
20 181 87,36131867136622
20 186 125,02799686470227
20 187 126,30122723077555
20 192 136,7186892857008
20 193 120,26637102698326
20 194 126,30122723077555
20 195 128,06248474865697
20 197 118,45674315968678
20 200 104,9952379872535
20 205 102,44998779892558
20 206 101,82337649086284
20 207 110,34491379306978
20 209 111,21151019566275
20 221 147,56693396557372
20 222 152,0526224699857
20 223 161,83942659315127
20 234 157,63248396190426
20 235 164,19500601419034
20 242 144,55448799674122
20 248 117,64352935882194
20 249 112,92475370794483
20 250 123,48279232346505
20 252 106,50821564555478
20 253 100
20 254 95,4148835350125
20 255 102,2154587134451
20 257 91,30169768410661
20 267 54,405882034941776
20 268 48,16637831516918
20 269 42,5205832509386
20 270 37,73592452822641
20 276 88
20 278 105,90561835898981
20 279 113,13708498984761
20 280 132,54433220624713
21 24 40
21 32 43,266615305567875
21 34 61,18823416311342
21 36 78,587530817554
21 37 87,36131867136622
21 39 84,38009243891595
21 44 102,83968105745953
21 45 101,27191120937731
21 46 100,31948963187563
21 47 100
21 48 100,31948963187563
21 49 101,27191120937731
21 51 110,63453348751464
21 52 109,17875251164945
21 53 108,29589096544707
21 54 108
21 55 108,29589096544707
21 56 109,17875251164945
21 57 110,63453348751464
21 58 112,64102272262978
21 59 104,9952379872535
21 64 118,18629362155326
21 65 121,6552506059644
21 67 132,9661611087573
21 69 136,82105101189657
21 75 158,64425612041552
21 76 152,0526224699857
21 78 168,04761230080004
21 79 153,15351775261317
21 80 149,9333185119305
21 81 144,49913494550754
21 84 129,79984591670362
21 86 117,66052864066182
21 88 129,3213052826177
21 89 137,2443077143821
21 93 161,44348856488452
21 94 166,90116836020053
21 96 178,2133552795637
21 97 172,74258305351347
21 98 167,47537132366656
21 99 164,83931569865243
21 101 153,1012736720371
21 104 133,68619973654722
21 106 124,25779653607253
21 107 117,64352935882194
21 108 127,5617497528158
21 109 131,52946437965906
21 111 116
21 114 110,63453348751464
21 115 105,60303025955268
21 118 96,74709297958259
21 125 36
21 128 8
21 130 8
21 131 11,313708498984761
21 132 17,88854381999832
21 134 37,73592452822641
21 135 42,5205832509386
21 136 48,16637831516918
21 137 54,405882034941776
21 138 61,05735008989499
21 149 68,35202996254024
21 150 60,530983801686226
21 151 62,0966987850401
21 169 145,43727170158274
21 172 134,16407864998737
21 174 109,17875251164945
21 179 80
21 181 85,5102333057278
21 186 124,25779653607253
21 187 125,02799686470227
21 192 137,7679207943562
21 193 121,06196760337245
21 194 128,06248474865697
21 195 130,29197979921864
21 197 120,33287165193059
21 200 107,70329614269008
21 205 107,62899237658968
21 206 107,62899237658968
21 207 116,27553482998907
21 209 117,64352935882194
21 221 152,0526224699857
21 222 156,81836627130127
21 223 167,09278859364338
21 234 164,19500601419034
21 235 170,88007490635061
21 242 152,31546211727817
21 248 125,2836781069266
21 249 120,33287165193059
21 250 130,78226179417453
21 252 113,20777358467925
21 253 106,50821564555478
21 254 102,2154587134451
21 255 109,17875251164945
21 257 98,38699100999075
21 267 59,464274989274024
21 268 53,81449618829484
21 269 48,82622246293481
21 270 44,721359549995796
21 276 96
21 278 113,77170122662314
21 279 121,06196760337245
21 280 140,51334456200237
24 32 68
24 34 92,77930803794561
24 36 108,07404868885037
24 37 116
24 39 117,09824934643558
24 44 140,4563989286355
24 45 137,92751719653333
24 46 135,82341477079717
24 47 134,16407864998737
24 48 132,9661611087573
24 49 132,24220203853233
24 51 140
24 52 140,22838514366484
24 53 140,91131963046828
24 54 142,04224723651762
24 55 143,61058456812992
24 56 145,60219778561037
24 57 148
24 58 150,78461459976612
24 59 143,38758663147937
24 64 157,42934923323543
24 65 161,24515496597098
24 67 171,81385275931623
24 69 174,63103962354458
24 75 198,59506539690256
24 76 192,04166214652486
24 78 208,0384579831335
24 79 193,08029417835473
24 80 189,69449122207
24 81 184,39088914585776
24 84 169,75276139138356
24 86 157,54364474646383
24 88 169,29264603047588
24 89 177,05366418123066
24 93 200,83824337013107
24 94 206,49455198624491
24 96 217,8072542409917
24 97 212,1508896988179
24 98 206,64946164943183
24 99 203,3420763147657
24 101 191,2066944434739
24 104 172,74258305351347
24 106 162,43152403397562
24 107 156,20499351813308
24 108 166,90116836020053
24 109 171,1724276862369
24 111 155,79473675320358
24 114 150,57224179774968
24 115 145,60219778561037
24 118 136,5283853270081
24 125 72,11102550927978
24 128 46,647615158762406
24 130 45,254833995939045
24 131 40
24 132 35,77708763999664
24 134 44
24 135 52
24 136 60
24 137 68
24 138 76
24 149 88,36288813749809
24 150 87,36131867136622
24 151 96,74709297958259
24 169 183,21571984958058
24 172 170,88007490635061
24 174 146,47866738880444
24 179 108,81176406988355
24 181 118,18629362155326
24 186 153,3101431738944
24 187 155,58920271021378
24 192 160,31219541881399
24 193 144,88616221019868
24 194 148
24 195 148,21605850919124
24 197 140
24 200 124,25779653607253
24 205 111,42710621747295
24 206 107,33126291998991
24 207 114,61239025515522
24 209 112,0714058089752
24 221 158,24032355881985
24 222 161,24515496597098
24 223 168,23792675850473
24 234 155,79473675320358
24 235 161,24515496597098
24 242 130,59862173851607
24 248 106,50821564555478
24 249 104,9952379872535
24 250 116,27553482998907
24 252 105,60303025955268
24 253 100,9554357129917
24 254 94,40338976964757
24 255 99,35793878699377
24 257 88,09086218218096
24 267 68,46897107449476
24 268 60,530983801686226
24 269 52,61178575186362
24 270 44,721359549995796
24 276 68,35202996254024
24 278 91,30169768410661
24 279 96,66436778875658
24 280 113,84199576606166
32 34 26,832815729997478
32 36 40,19950248448356
32 37 48
32 39 50,59644256269407
32 44 80
32 45 75,47184905645283
32 46 71,55417527999327
32 47 68,35202996254024
32 48 65,96969000988257
32 49 64,4980619863884
32 51 72
32 52 72,44308110509934
32 53 73,7563556583431
32 54 75,8946638440411
32 55 78,79086241436883
32 56 82,365041127896
32 57 86,53323061113575
32 58 91,21403400793103
32 59 85,0411665018772
32 64 101,82337649086284
32 65 107,62899237658968
32 67 113,70136322841516
32 69 113,20777358467925
32 75 147,5127113166862
32 76 142,43595051811886
32 78 160
32 79 147,56693396557372
32 80 146,86047800548656
32 81 139,9428454762872
32 84 120
32 86 107,20074626605917
32 88 123,82245353731285
32 89 134,23859355639868
32 93 160,99689437998487
32 94 164,730082255792
32 96 175,6359872008012
32 97 171,7672844286711
32 98 168,1903683330291
32 99 169,00887550658396
32 101 159,3988707613702
32 104 136,7040599250805
32 106 131,93938001976514
32 107 124,1933975700802
32 108 129,24395537122808
32 109 130,61393493804556
32 111 114,54256850621083
32 114 107,33126291998991
32 115 100,23971268913334
32 118 86,53323061113575
32 125 24
32 128 36,87817782917155
32 130 48,16637831516918
32 131 54,405882034941776
32 132 61,05735008989499
32 134 80,99382692526635
32 135 85,60373823613078
32 136 90,68627239003708
32 137 96,16652224137046
32 138 101,9803902718557
32 149 106,50821564555478
32 150 94,82615672903758
32 151 86,34813257969161
32 169 153,3101431738944
32 172 145,98630072715727
32 174 121,06196760337245
32 179 110,05453193758083
32 181 109,83624174196785
32 186 150,62536307010186
32 187 149,34523762075577
32 192 170,18813119603846
32 193 153,1012736720371
32 194 162,87418457201866
32 195 166,37307474468338
32 197 155,64061166674975
32 200 145,43727170158274
32 205 149,9333185119305
32 206 150,57224179774968
32 207 159,29846201391902
32 209 160,89748288895012
32 221 193,08029417835473
32 222 198,31288409984865
32 223 209,30360723121808
32 234 207,46083967823904
32 235 214,14014102918676
32 242 193,5355264544471
32 248 167,14065932620943
32 249 162,87418457201866
32 250 173,5280957078709
32 252 156,46085772486356
32 253 149,77316181479245
32 254 145,43727170158274
32 255 152,31546211727817
32 257 141,4213562373095
32 267 101,9803902718557
32 268 96,82974749528164
32 269 92,0869154657707
32 270 87,8179936004006
32 276 134,16407864998737
32 278 154,40207252495026
32 279 161,04657711357916
32 280 179,64409258308496
34 36 17,88854381999832
34 37 26,832815729997478
34 39 24,331050121192877
34 44 53,81449618829484
34 45 48,82622246293481
34 46 44,721359549995796
34 47 41,7612260356422
34 48 40,19950248448356
34 49 40,19950248448356
34 51 49,47726750741192
34 52 48,16637831516918
34 53 48,16637831516918
34 54 49,47726750741192
34 55 52
34 56 55,569775957799216
34 57 60
34 58 65,11528238439882
34 59 59,464274989274024
34 64 76,83749084919418
34 65 83,23460818673925
34 67 87,72684879784524
34 69 86,53323061113575
34 75 123,2233744059949
34 76 118,72657663724664
34 78 136,5283853270081
34 79 125,21980673998823
34 80 125,53883861180172
34 81 118,18629362155326
34 84 96,74709297958259
34 86 84,11896337925236
34 88 102,15674231297707
34 89 113,29607230614837
34 93 140,4563989286355
34 94 143,38758663147937
34 96 153,93505123915085
34 97 150,78461459976612
34 98 148
34 99 150,37286989347513
34 101 142,04224723651762
34 104 118,45674315968678
34 106 116,27553482998907
34 107 108,29589096544707
34 108 110,63453348751464
34 109 110,72488428533127
34 111 95,0789145920377
34 114 87,36131867136622
34 115 79,6994353806851
34 118 64,62197768561404
34 125 26,832815729997478
34 128 53,36665625650534
34 130 63,245553203367585
34 131 70,8801805866774
34 132 78,587530817554
34 134 97,40636529508737
34 135 100,31948963187563
34 136 103,76897416858277
34 137 107,70329614269008
34 138 112,0714058089752
34 149 113,27841806805037
34 150 99,03534722511958
34 151 84,38009243891595
34 169 136,93794214898952
34 172 132
34 174 108,29589096544707
34 179 109,83624174196785
34 181 105,60303025955268
34 186 145,60219778561037
34 187 142,9405470816451
34 192 169,19810873647495
34 193 152,31546211727817
34 194 164,19500601419034
34 195 168,80758276807353
34 197 157,63248396190426
34 200 150,14659503298768
34 205 160,89748288895012
34 206 163,2666530556684
34 207 172,18594600024707
34 209 175,31685600648902
34 221 200,9975124224178
34 222 206,95893312442448
34 223 219,27152117865194
34 234 221,8828519737386
34 235 228,98034850178738
34 242 213,46662502602135
34 248 186,29009635512028
34 249 180,88670487352022
34 250 191,03926298015284
34 252 171,81385275931623
34 253 164,58432489152787
34 254 161,24515496597098
34 255 168,61791126686393
34 257 158,24032355881985
34 267 114,61239025515522
34 268 110,92339699089638
34 269 107,70329614269008
34 270 104,9952379872535
34 276 156,46085772486356
34 278 174,9514218290323
34 279 182,1647605877712
34 280 201,43485299222675
36 37 8,94427190999916
36 39 14,422205101855956
36 44 50,11985634456667
36 45 43,266615305567875
36 46 36,87817782917155
36 47 31,240998703626616
36 48 26,832815729997478
36 49 24,331050121192877
36 51 32,2490309931942
36 52 32,2490309931942
36 53 34,17601498127012
36 54 37,73592452822641
36 55 42,5205832509386
36 56 48,16637831516918
36 57 54,405882034941776
36 58 61,05735008989499
36 59 57,271284253105414
36 64 75,15317691222374
36 65 82,46211251235322
36 67 83,23460818673925
36 69 79,19595949289332
36 75 121,6552506059644
36 76 118,18629362155326
36 78 136,0588108135596
36 79 126,49110640673517
36 80 128,06248474865697
36 81 120,33287165193059
36 84 97,40636529508737
36 86 85,44003745317531
36 88 104,78549517943789
36 89 116,49892703368559
36 93 143,61058456812992
36 94 145,60219778561037
36 96 155,58920271021378
36 97 153,3101431738944
36 98 151,4199458459816
36 99 155,2932709424333
36 101 148,21605850919124
36 104 124,25779653607253
36 106 124,25779653607253
36 107 116,27553482998907
36 108 116,27553482998907
36 109 115,11733144926528
36 111 100,31948963187563
36 114 92,34717104492157
36 115 84,38009243891595
36 118 68,46897107449476
36 125 44,721359549995796
36 128 70,8801805866774
36 130 80,99382692526635
36 131 88,54377448471462
36 132 96,16652224137046
36 134 115,16944039110375
36 135 118,18629362155326
36 136 121,6552506059644
36 137 125,53883861180172
36 138 129,79984591670362
36 149 130,59862173851607
36 150 116
36 151 100
36 169 144
36 172 140,91131963046828
36 174 118,45674315968678
36 179 125,60254774486066
36 181 120,06664815842908
36 186 159,24823389915505
36 187 156
36 192 184,22811946062956
36 193 167,5231327309754
36 194 180
36 195 184,91078930121952
36 197 173,6663467687393
36 200 166,90116836020053
36 205 178,61690849412886
36 206 181,10770276274835
36 207 190,03157632351525
36 209 193,20455481173315
36 221 218,24756585125985
36 222 224,32119828495925
36 223 236,81216184985095
36 234 239,76655313033135
36 235 246,86838598735156
36 242 230,89391503458899
36 248 203,8430768998545
36 249 198,59506539690256
36 250 208,806130178211
36 252 189,69449122207
36 253 182,4719156473127
36 254 179,10890541790488
36 255 186,46179233290664
36 257 176,0454486773231
36 267 132,48396129343357
36 268 128,80993750483694
36 269 125,53883861180172
36 270 122,70289320142373
36 276 173,1588865753069
36 278 192,2082204277434
36 279 199,2786993132984
36 280 218,3575050232989
37 39 16
37 44 50,59644256269407
37 45 43,08131845707603
37 46 35,77708763999664
37 47 28,844410203711913
37 48 22,627416997969522
37 49 17,88854381999832
37 51 24
37 52 25,298221281347036
37 53 28,844410203711913
37 54 33,94112549695428
37 55 40
37 56 46,647615158762406
37 57 53,665631459994955
37 58 60,92618484691127
37 59 58,240879114244144
37 64 75,8946638440411
37 65 83,5224520712844
37 67 82,365041127896
37 69 76,83749084919418
37 75 121,85236969382254
37 76 118,92854997854805
37 78 136,7040599250805
37 79 128,06248474865697
37 80 130,23056476879765
37 81 122,37646832622684
37 84 98,95453501482385
37 86 87,47571091451616
37 88 107,20074626605917
37 89 119,07980517283357
37 93 145,98630072715727
37 94 147,5127113166862
37 96 157,175061635108
37 97 155,3319027115808
37 98 153,88307249337075
37 99 158,45504094221806
37 101 152
37 104 128
37 106 128,9961239727768
37 107 121,06196760337245
37 108 120
37 109 118,27087553578015
37 111 104
37 114 96
37 115 88
37 118 72
37 125 53,665631459994955
37 128 79,6994353806851
37 130 89,88882021697692
37 131 97,40636529508737
37 132 104,9952379872535
37 134 124,06449935416659
37 135 127,12198865656563
37 136 130,59862173851607
37 137 134,46189051177288
37 138 138,67948658687772
37 149 139,31259813814398
37 150 124,57929201917949
37 151 108,07404868885037
37 169 148,21605850919124
37 172 145,98630072715727
37 174 124,1933975700802
37 179 133,68619973654722
37 181 127,62444906835053
37 186 166,37307474468338
37 187 162,87418457201866
37 192 191,92706948213427
37 193 175,31685600648902
37 194 188,04254837669055
37 195 193,08029417835473
37 197 181,8130908378162
37 200 175,36248173426378
37 205 187,48866632412745
37 206 190,03157632351525
37 207 198,9572818471342
37 209 202,14846029589245
37 221 226,90967365892536
37 222 233,03218661807213
37 223 245,60130292814003
37 234 248,70866490735702
37 235 255,8124312851117
37 242 239,63305281200255
37 248 212,6405417600322
37 249 207,46083967823904
37 250 217,69703718700444
37 252 198,63534428696218
37 253 191,41577782408638
37 254 188,04254837669055
37 255 195,386795869117
37 257 184,95404834715026
37 267 141,4213562373095
37 268 137,7534028617805
37 269 134,46189051177288
37 270 131,5750736271882
37 276 181,59295140505867
37 278 200,8780724718355
37 279 207,88458336298052
37 280 226,87441459979573
39 44 35,77708763999664
39 45 28,844410203711913
39 46 22,627416997969522
39 47 17,88854381999832
39 48 16
39 49 17,88854381999832
39 51 28,844410203711913
39 52 25,298221281347036
39 53 24
39 54 25,298221281347036
39 55 28,844410203711913
39 56 33,94112549695428
39 57 40
39 58 46,647615158762406
39 59 43,08131845707603
39 64 60,92618484691127
39 65 68,35202996254024
39 67 68,81860213634101
39 69 65,11528238439882
39 75 107,33126291998991
39 76 104
39 78 121,85236969382254
39 79 112,64102272262978
39 80 114,54256850621083
39 81 106,73331251301067
39 84 83,5224520712844
39 86 71,80529228406496
39 88 91,41115905621152
39 89 103,24727599312246
39 93 130,23056476879765
39 94 131,93938001976514
39 96 141,7603611733548
39 97 139,71399357258383
39 98 138,10141201305655
39 99 142,50614021858848
39 101 136
39 104 112
39 106 113,13708498984761
39 107 105,22357150372724
39 108 104
39 109 102,3132444994293
39 111 88
39 114 80
39 115 72
39 118 56
39 125 48,662100242385755
39 128 76,4198926981712
39 130 85,5102333057278
39 131 93,38094023943002
39 132 101,27191120937731
39 134 119,33147112141039
39 135 121,45781160551181
39 136 124,06449935416659
39 137 127,12198865656563
39 138 130,59862173851607
39 149 129,79984591670362
39 150 114,40279716860073
39 151 96,16652224137046
39 169 132,24220203853233
39 172 130,23056476879765
39 174 108,81176406988355
39 179 121,6552506059644
39 181 114,40279716860073
39 186 152,31546211727817
39 187 148,48568954616468
39 192 178,80715869338118
39 193 162,43152403397562
39 194 175,72706109191037
39 195 181,10770276274835
39 197 169,799882214329
39 200 164,43843832875572
39 205 179,10890541790488
39 206 182,4719156473127
39 207 191,41577782408638
39 209 195,386795869117
39 221 216,81328372588243
39 222 223,2129028528593
39 223 236,30488780387088
39 234 241,66091947189145
39 235 248,96586111352696
39 242 236,13555429032706
39 248 208,6911593719293
39 249 202,78066969018522
39 250 212,6405417600322
39 252 192,4162155328911
39 253 184,95404834715026
39 254 182,1647605877712
39 255 189,73665961010275
39 257 179,6886195617296
39 267 134,46189051177288
39 268 131,5750736271882
39 269 129,1200991325518
39 270 127,12198865656563
39 276 180,17769007288334
39 278 197,9898987322333
39 279 205,40691322348428
39 280 224,89108474992955
44 45 8
44 46 16
44 47 24
44 48 32
44 49 40
44 51 48,662100242385755
44 52 40,792156108742276
44 53 32,984845004941285
44 54 25,298221281347036
44 55 17,88854381999832
44 56 11,313708498984761
44 57 8
44 58 11,313708498984761
44 59 8
44 64 25,298221281347036
44 65 32,984845004941285
44 67 33,94112549695428
44 69 34,17601498127012
44 75 71,55417527999327
44 76 68,35202996254024
44 78 86,16263691415206
44 79 77,6659513557904
44 80 80,39900496896712
44 81 72,44308110509934
44 84 48,662100242385755
44 86 38
44 88 58
44 89 70
44 93 96,33275663033837
44 94 97,32420048477151
44 96 106,73331251301067
44 97 105,22357150372724
44 98 104,30723848324239
44 99 110,07270324653611
44 101 105,22357150372724
44 104 81,58431221748455
44 106 86,16263691415206
44 107 78,79086241436883
44 108 73,7563556583431
44 109 70,45565981523414
44 111 58,240879114244144
44 114 50,59644256269407
44 115 43,08131845707603
44 118 28,844410203711913
44 125 68,35202996254024
44 128 95,0789145920377
44 130 101,27191120937731
44 131 109,17875251164945
44 132 117,09824934643558
44 134 132,06059215375342
44 135 132,06059215375342
44 136 132,54433220624713
44 137 133,5065541462291
44 138 134,937022347464
44 149 130,29197979921864
44 150 113,84199576606166
44 151 91,3892772703669
44 169 102,83968105745953
44 172 104
44 174 86,53323061113575
44 179 114,61239025515522
44 181 103,22790320451152
44 186 135,88230201170424
44 187 130,59862173851607
44 192 165,61400906928134
44 193 150,57224179774968
44 194 165,60193235587562
44 195 172,04650534085255
44 197 160,89748288895012
44 200 159,29846201391902
44 205 180,88670487352022
44 206 186,29009635512028
44 207 195,05896544378575
44 209 200,8780724718355
44 221 212,94130646729863
44 222 220,03636063160107
44 223 234,4013651837378
44 234 245,60130292814003
44 235 253,29824318380102
44 242 248,29015284541592
44 248 220,32702966272657
44 249 212,94130646729863
44 250 221,7746604100658
44 252 199,2786993132984
44 253 191,41577782408638
44 254 190,07366992826755
44 255 197,9898987322333
44 257 189,06083676954358
44 267 141,4213562373095
44 268 140,51334456200237
44 269 140,05713120009278
44 270 140,05713120009278
44 276 197,46392075515973
44 278 212,03773249117714
44 279 220,14540649307222
44 280 240,29981273400944
45 46 8
45 47 16
45 48 24
45 49 32
45 51 40,792156108742276
45 52 32,984845004941285
45 53 25,298221281347036
45 54 17,88854381999832
45 55 11,313708498984761
45 56 8
45 57 11,313708498984761
45 58 17,88854381999832
45 59 16
45 64 32,984845004941285
45 65 40,792156108742276
45 67 40
45 69 37,73592452822641
45 75 78,79086241436883
45 76 75,8946638440411
45 78 93,637599285757
45 79 85,5102333057278
45 80 88,36288813749809
45 81 80,39900496896712
45 84 56,568542494923804
45 86 46
45 88 66
45 89 78
45 93 104,30723848324239
45 94 105,22357150372724
45 96 114,54256850621083
45 97 113,13708498984761
45 98 112,28535078094559
45 99 118,06777714516353
45 101 113,13708498984761
45 104 89,44271909999159
45 106 93,637599285757
45 107 86,16263691415206
45 108 81,58431221748455
45 109 78,40918313565064
45 111 65,96969000988257
45 114 58,240879114244144
45 115 50,59644256269407
45 118 35,77708763999664
45 125 65,96969000988257
45 128 93,38094023943002
45 130 100,31948963187563
45 131 108,29589096544707
45 132 116,27553482998907
45 134 132,06059215375342
45 135 132,54433220624713
45 136 133,5065541462291
45 137 134,937022347464
45 138 136,82105101189657
45 149 132,9661611087573
45 150 116,61903789690601
45 151 94,82615672903758
45 169 110,63453348751464
45 172 111,42710621747295
45 174 93,29523031752481
45 179 118,72657663724664
45 181 108,07404868885037
45 186 141,8731828077456
45 187 136,82105101189657
45 192 171,12568480505783
45 193 155,79473675320358
45 194 170,55204484262273
45 195 176,81628884240274
45 197 165,60193235587562
45 200 163,2666530556684
45 205 183,52111595127138
45 206 188,50994668717087
45 207 197,34234213670416
45 209 202,78066969018522
45 221 216,81328372588243
45 222 223,78561169118984
45 223 237,92435772740882
45 234 247,93547547698776
45 235 255,5621255194126
45 242 248,8051446413438
45 248 220,90722034374522
45 249 213,84106247397855
45 250 222,92599668948438
45 252 200,8780724718355
45 253 193,08029417835473
45 254 191,41577782408638
45 255 199,2786993132984
45 257 190,07366992826755
45 267 142,772546380598
45 268 141,4213562373095
45 269 140,51334456200237
45 270 140,05713120009278
45 276 196,65197685250968
45 278 212,03773249117714
45 279 220
45 280 240,03333101883996
46 47 8
46 48 16
46 49 24
46 51 32,984845004941285
46 52 25,298221281347036
46 53 17,88854381999832
46 54 11,313708498984761
46 55 8
46 56 11,313708498984761
46 57 17,88854381999832
46 58 25,298221281347036
46 59 24
46 64 40,792156108742276
46 65 48,662100242385755
46 67 46,647615158762406
46 69 42,5205832509386
46 75 86,16263691415206
46 76 83,5224520712844
46 78 101,19288512538814
46 79 93,38094023943002
46 80 96,33275663033837
46 81 88,36288813749809
46 84 64,4980619863884
46 86 54
46 88 74
46 89 86
46 93 112,28535078094559
46 94 113,13708498984761
46 96 122,37646832622684
46 97 121,06196760337245
46 98 120,26637102698326
46 99 126,0634760745554
46 101 121,06196760337245
46 104 97,32420048477151
46 106 101,19288512538814
46 107 93,637599285757
46 108 89,44271909999159
46 109 86,37129152675674
46 111 73,7563556583431
46 114 65,96969000988257
46 115 58,240879114244144
46 118 43,08131845707603
46 125 64,4980619863884
46 128 92,34717104492157
46 130 100
46 131 108
46 132 116
46 134 132,54433220624713
46 135 133,5065541462291
46 136 134,937022347464
46 137 136,82105101189657
46 138 139,1402170474087
46 149 136,0588108135596
46 150 119,86659251017358
46 151 98,79271228182775
46 169 118,45674315968678
46 172 118,92854997854805
46 174 100,23971268913334
46 179 123,2233744059949
46 181 113,27841806805037
46 186 148,05404418657398
46 187 143,22011031974526
46 192 176,82759965570986
46 193 161,24515496597098
46 194 175,72706109191037
46 195 181,8130908378162
46 197 170,55204484262273
46 200 167,5231327309754
46 205 186,46179233290664
46 206 191,03926298015284
46 207 199,9199839935968
46 209 204,9780476051033
46 221 220,90722034374522
46 222 227,75425352778814
46 223 241,66091947189145
46 234 250,50349298961882
46 235 258,054257860629
46 242 249,57563983690395
46 248 221,7746604100658
46 249 215,0348808914498
46 250 224,35685859808254
46 252 202,78066969018522
46 253 195,05896544378575
46 254 193,08029417835473
46 255 200,8780724718355
46 257 191,41577782408638
46 267 144,55448799674122
46 268 142,772546380598
46 269 141,4213562373095
46 270 140,51334456200237
46 276 196,16319736382766
46 278 212,33935103979195
46 279 220,14540649307222
46 280 240,03333101883996
47 48 8
47 49 16
47 51 25,298221281347036
47 52 17,88854381999832
47 53 11,313708498984761
47 54 8
47 55 11,313708498984761
47 56 17,88854381999832
47 57 25,298221281347036
47 58 32,984845004941285
47 59 32
47 64 48,662100242385755
47 65 56,568542494923804
47 67 53,665631459994955
47 69 48,16637831516918
47 75 93,637599285757
47 76 91,21403400793103
47 78 108,81176406988355
47 79 101,27191120937731
47 80 104,30723848324239
47 81 96,33275663033837
47 84 72,44308110509934
47 86 62
47 88 82
47 89 94
47 93 120,26637102698326
47 94 121,06196760337245
47 96 130,23056476879765
47 97 128,9961239727768
47 98 128,2497563350512
47 99 134,05968819895114
47 101 128,9961239727768
47 104 105,22357150372724
47 106 108,81176406988355
47 107 101,19288512538814
47 108 97,32420048477151
47 109 94,33981132056604
47 111 81,58431221748455
47 114 73,7563556583431
47 115 65,96969000988257
47 118 50,59644256269407
47 125 64
47 128 92
47 130 100,31948963187563
47 131 108,29589096544707
47 132 116,27553482998907
47 134 133,5065541462291
47 135 134,937022347464
47 136 136,82105101189657
47 137 139,1402170474087
47 138 141,8731828077456
47 149 139,54210834009928
47 150 123,54756169184401
47 151 103,22790320451152
47 169 126,30122723077555
47 172 126,49110640673517
47 174 107,33126291998991
47 179 128,06248474865697
47 181 118,79393923933998
47 186 154,40207252495026
47 187 149,77316181479245
47 192 182,70194306574848
47 193 166,90116836020053
47 194 181,10770276274835
47 195 187,01871564097536
47 197 175,72706109191037
47 200 172,04650534085255
47 205 189,69449122207
47 206 193,86593305684215
47 207 202,78066969018522
47 209 207,46083967823904
47 221 225,21101216414795
47 222 231,93102422918759
47 223 245,60130292814003
47 234 253,29824318380102
47 235 260,76809620810593
47 242 250,59928172283335
47 248 222,92599668948438
47 249 216,51789764358972
47 250 226,06193841511666
47 252 204,9780476051033
47 253 197,34234213670416
47 254 195,05896544378575
47 255 202,78066969018522
47 257 193,08029417835473
47 267 146,75149062275312
47 268 144,55448799674122
47 269 142,772546380598
47 270 141,4213562373095
47 276 196
47 278 212,94130646729863
47 279 220,5810508633958
47 280 240,29981273400944
48 49 8
48 51 17,88854381999832
48 52 11,313708498984761
48 53 8
48 54 11,313708498984761
48 55 17,88854381999832
48 56 25,298221281347036
48 57 32,984845004941285
48 58 40,792156108742276
48 59 40
48 64 56,568542494923804
48 65 64,4980619863884
48 67 60,92618484691127
48 69 54,405882034941776
48 75 101,19288512538814
48 76 98,95453501482385
48 78 116,48175822848829
48 79 109,17875251164945
48 80 112,28535078094559
48 81 104,30723848324239
48 84 80,39900496896712
48 86 70
48 88 90
48 89 102
48 93 128,2497563350512
48 94 128,9961239727768
48 96 138,10141201305655
48 97 136,93794214898952
48 98 136,23509092741122
48 99 142,0563268566381
48 101 136,93794214898952
48 104 113,13708498984761
48 106 116,48175822848829
48 107 108,81176406988355
48 108 105,22357150372724
48 109 102,3132444994293
48 111 89,44271909999159
48 114 81,58431221748455
48 115 73,7563556583431
48 118 58,240879114244144
48 125 64,4980619863884
